Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Male,Loyal Customer,Business travel,Business,satisfied,30,3190,2,3,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,26,1205,4,5,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,14,530,3,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,25,1716,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,954,2,5,1,0,10.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,491,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,satisfied,52,948,3,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,3370,4,4,5,18,8.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,564,3,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,680,5,4,5,0,2.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,2475,2,3,2,55,42.0
Male,Loyal Customer,Business travel,Business,satisfied,53,2902,4,4,5,122,110.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,71,1080,1,2,1,3,11.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,737,3,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,38,489,4,3,4,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,125,3,1,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,53,2488,2,2,5,0,4.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,315,5,4,5,6,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,405,3,5,1,148,137.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,557,5,5,3,14,24.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,332,5,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,66,1035,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,23,1558,3,3,3,6,4.0
Male,Loyal Customer,Personal Travel,Business,satisfied,68,240,3,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,983,4,4,3,4,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,2917,5,5,5,6,10.0
Female,Loyal Customer,Business travel,Eco,satisfied,45,695,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,2036,3,5,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,9,1199,1,5,1,15,15.0
Male,Loyal Customer,Business travel,Business,satisfied,27,160,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,77,2288,3,3,3,47,28.0
Male,Loyal Customer,Business travel,Business,satisfied,37,2069,5,4,1,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,239,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,43,2139,4,4,5,2,0.0
Male,Loyal Customer,Business travel,Business,satisfied,53,2264,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,37,369,5,1,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,33,3010,3,3,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,32,500,1,5,1,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,57,139,4,4,1,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,40,2847,4,4,5,7,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,35,2475,1,2,4,0,4.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,692,2,2,2,48,37.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,61,413,3,3,4,20,33.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,581,4,4,4,53,58.0
Female,Loyal Customer,Business travel,Business,satisfied,57,484,4,4,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,231,2,4,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,1892,4,3,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,1276,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,35,442,3,3,4,0,7.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,591,1,5,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,38,356,3,4,3,8,2.0
Male,Loyal Customer,Business travel,Business,satisfied,57,2814,4,4,3,15,14.0
Female,Loyal Customer,Business travel,Eco,satisfied,37,1010,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,402,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,2215,2,2,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,2276,4,3,4,0,8.0
Female,Loyal Customer,Business travel,Business,satisfied,47,2935,2,2,5,13,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,28,3711,4,3,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,762,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,30,129,2,3,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,509,3,3,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,109,1,2,1,51,51.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,43,1129,1,3,1,11,7.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,30,258,3,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,44,867,4,4,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,946,4,1,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,31,1956,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,3879,4,4,5,6,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,20,196,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,31,2496,1,4,4,20,31.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,404,2,3,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,2605,2,2,3,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,37,216,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,47,1555,4,4,4,0,29.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,19,137,2,4,2,20,37.0
Female,disloyal Customer,Business travel,Business,satisfied,22,429,1,5,1,0,7.0
Female,Loyal Customer,Business travel,Business,satisfied,56,2916,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,62,650,4,4,4,5,0.0
Male,Loyal Customer,Business travel,Business,satisfied,51,3559,4,4,5,16,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,139,1,4,1,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,290,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,1299,1,1,5,0,6.0
Female,Loyal Customer,Business travel,Business,satisfied,51,2006,5,4,2,145,142.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,486,5,5,1,1,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,854,3,5,3,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,40,130,2,2,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,51,3820,3,3,5,31,24.0
Female,Loyal Customer,Business travel,Business,satisfied,38,3827,4,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,57,481,3,3,3,0,34.0
Male,Loyal Customer,Business travel,Business,satisfied,66,201,4,3,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,1041,1,4,1,1,27.0
Female,Loyal Customer,Business travel,Business,satisfied,40,547,4,4,1,38,15.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,8,678,3,4,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,304,4,5,4,6,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,193,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,65,374,4,5,4,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,23,192,2,4,2,7,0.0
Female,Loyal Customer,Business travel,Business,satisfied,44,2181,4,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,2556,3,5,4,319,295.0
Female,Loyal Customer,Business travel,Business,satisfied,75,1869,4,4,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,224,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,15,299,5,5,5,18,14.0
Male,Loyal Customer,Business travel,Business,satisfied,34,143,3,3,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,31,3525,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,456,1,5,1,30,65.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,332,4,4,4,0,7.0
Male,Loyal Customer,Business travel,Business,satisfied,30,3189,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,26,270,2,3,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,57,3953,4,4,4,30,28.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,1117,3,5,3,38,13.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,36,631,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,1185,5,5,3,0,27.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,51,1086,3,3,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,16,802,2,5,2,13,21.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,58,862,4,4,1,32,24.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,9,696,2,1,4,134,121.0
Male,Loyal Customer,Business travel,Business,satisfied,26,1448,4,3,4,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,22,474,2,1,2,164,226.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,53,1703,4,4,4,22,3.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,38,145,4,4,4,35,32.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,761,3,3,1,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,44,224,5,3,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,31,3157,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,35,312,2,4,2,14,22.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,1416,5,4,5,18,17.0
Male,Loyal Customer,Business travel,Business,satisfied,65,1695,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,533,1,1,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,18,543,2,4,2,29,33.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,1189,3,3,3,15,11.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,54,545,4,4,1,43,51.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,8,2556,1,4,1,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,25,1013,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,16,599,1,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,1834,2,2,4,0,15.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,190,2,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,2556,1,1,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,31,3325,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,47,2983,4,4,3,26,37.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,2282,2,4,5,0,14.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,925,5,5,3,5,1.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,2586,3,3,2,0,20.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,925,1,4,1,0,3.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,53,222,4,4,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,59,616,4,4,3,31,26.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,7,862,4,4,4,3,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,1440,2,2,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,1993,4,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,40,3987,4,4,4,22,14.0
Female,Loyal Customer,Business travel,Business,satisfied,33,1649,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,24,429,4,4,4,75,76.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,59,1947,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,20,600,2,4,2,0,5.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,1249,3,2,3,90,71.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,391,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,35,846,1,4,1,25,21.0
Male,disloyal Customer,Business travel,Eco,satisfied,22,328,4,5,4,0,18.0
Male,disloyal Customer,Business travel,Eco,satisfied,23,639,4,4,4,25,3.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,38,761,5,3,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,507,2,5,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,23,1879,1,3,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,43,488,4,4,3,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,41,690,2,3,2,5,0.0
Male,Loyal Customer,Business travel,Business,satisfied,30,2640,5,5,5,1,2.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,34,1399,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,60,1085,5,5,5,4,0.0
Male,Loyal Customer,Business travel,Business,satisfied,16,3602,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,51,735,1,1,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,13,594,4,4,4,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,64,406,2,2,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,72,2072,4,4,4,2,9.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,16,351,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,41,1744,5,5,3,8,0.0
Female,Loyal Customer,Business travel,Business,satisfied,49,1794,4,4,5,16,4.0
Male,Loyal Customer,Business travel,Business,satisfied,41,594,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,47,2767,5,5,4,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,33,421,4,5,4,0,2.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,618,5,4,5,35,8.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,2973,2,2,4,66,53.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,554,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,32,247,2,3,2,29,38.0
Female,disloyal Customer,Business travel,Business,satisfied,57,1558,5,4,5,0,1.0
Male,Loyal Customer,Business travel,Business,satisfied,24,1862,5,2,5,11,4.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,874,2,3,2,0,3.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,305,3,3,3,0,15.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,1653,3,3,3,7,0.0
Female,Loyal Customer,Business travel,Business,satisfied,36,1845,5,5,5,9,5.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,302,5,4,5,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,32,680,3,1,3,2,0.0
Female,disloyal Customer,Business travel,Business,satisfied,48,1264,2,5,2,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,1703,3,4,5,192,188.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,48,1587,4,4,3,10,0.0
Male,Loyal Customer,Business travel,Business,satisfied,23,352,1,5,1,2,4.0
Male,Loyal Customer,Business travel,Business,satisfied,56,1197,5,5,3,2,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,2288,3,3,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,913,2,2,3,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,45,526,5,1,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,17,679,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,25,925,4,2,4,4,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,43,1899,3,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,937,5,5,4,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,50,429,2,3,2,4,0.0
Female,Loyal Customer,Business travel,Business,satisfied,60,2777,3,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,47,992,5,5,5,0,11.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,551,4,3,4,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,57,259,3,3,3,0,1.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,1444,3,3,1,1,9.0
Female,Loyal Customer,Business travel,Business,satisfied,51,429,5,5,4,0,10.0
Female,Loyal Customer,Business travel,Business,satisfied,60,2338,3,3,5,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,23,1182,5,4,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,391,1,1,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,3510,4,4,1,6,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,41,2422,4,5,4,22,1.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,395,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,2419,4,4,3,13,3.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,1497,5,3,5,8,4.0
Female,Loyal Customer,Business travel,Business,satisfied,57,1379,5,5,3,2,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,3757,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,853,4,5,5,167,169.0
Male,Loyal Customer,Business travel,Business,satisfied,45,604,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,51,2300,4,4,4,20,0.0
Female,Loyal Customer,Business travel,Business,satisfied,54,3845,1,1,3,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,28,352,4,1,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,40,3136,3,5,5,162,157.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,61,1626,3,3,2,0,2.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,957,4,5,4,5,4.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,451,3,1,3,10,18.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,27,2297,3,3,4,200,175.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,301,4,4,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,189,4,1,4,16,10.0
Female,Loyal Customer,Business travel,Business,satisfied,51,1517,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,35,196,4,2,4,9,0.0
Female,disloyal Customer,Business travel,Business,satisfied,29,414,1,4,1,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,39,248,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,48,813,4,4,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,2465,1,2,3,10,10.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,30,304,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,58,1224,5,5,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,50,190,5,3,5,18,12.0
Female,Loyal Customer,Business travel,Business,satisfied,30,95,3,4,3,2,16.0
Male,Loyal Customer,Business travel,Business,satisfied,48,2877,2,2,3,130,124.0
